ts,idx,entry,oi_chg_4h,px_chg_4h,ret_30d,regime,ret_30d_backonly,regime_backonly,r_outcome,exit_kind,window_span_h,resolved
2022-03-16 05:00:00+00:00,1079,39298.6,-0.0426252549692967,-0.005141550869962486,-0.033376492117368595,flat_30d,-0.06589095012431867,flat_30d,1.4099999999999955,target,4.0,True
2022-03-21 02:00:00+00:00,1196,40785.4,-0.02021150544847017,-0.01546609504635954,0.02320448610077741,flat_30d,0.03238187695787498,flat_30d,1.41,target,4.0,True
2022-03-22 09:00:00+00:00,1227,42448.0,-0.020505424075733636,-0.009381563593932274,0.10377631417766331,bull_30d,0.02320448610077741,flat_30d,0.5650367508480953,tif,4.0,True
2022-03-25 16:00:00+00:00,1306,44139.7,-0.020878667379530147,-0.014934533094987934,0.1897184362223927,bull_30d,0.15077462577200884,bull_30d,0.8070382671381999,tif,4.0,True
2022-03-28 23:00:00+00:00,1385,47121.9,-0.020781990962257746,-0.016716399223754785,0.20518525907113427,bull_30d,0.1942436501094238,bull_30d,-0.1628960419677518,tif,4.0,True
2022-04-11 19:00:00+00:00,1717,39961.7,-0.034729053540253685,-0.015132209672291563,0.018379794084438794,flat_30d,0.08853356753545327,flat_30d,-1.0899999999999996,stop,4.0,True
2022-04-20 18:00:00+00:00,1932,40959.9,-0.03008107899028789,-0.013912628978905994,0.008435410668098164,flat_30d,0.005135600203582058,flat_30d,1.4099999999999915,target,4.0,True
2022-04-27 14:00:00+00:00,2096,38657.4,-0.04642746041457413,-0.01094531945595767,-0.16792404380977854,bear_30d,-0.18639365410245035,bear_30d,1.4100000000000001,target,4.0,True
2022-04-28 15:00:00+00:00,2121,39428.2,-0.022734788220221236,-0.006012599989411727,-0.16208863629174264,bear_30d,-0.16792404380977854,bear_30d,-1.09,stop,4.0,True
2022-05-08 22:00:00+00:00,2368,34266.3,-0.021581614376963154,-0.007116385942240178,-0.19411213094257052,bear_30d,-0.18311679038904027,bear_30d,-1.0899999999999999,stop,4.0,True
2022-05-09 23:00:00+00:00,2393,30056.6,-0.04464627826267542,-0.028043125359755283,-0.29655469402752777,bear_30d,-0.19411213094257052,bear_30d,1.409999999999997,target,4.0,True
2022-05-10 23:00:00+00:00,2417,31002.1,-0.02114101051103412,-0.010086851012197529,-0.26431405492116833,bear_30d,-0.29655469402752777,bear_30d,-1.0899999999999999,stop,4.0,True
